Entry	Length	EC number	Keywords	Gene Ontology (molecular function)
A5HBG1	648	5.6.2.4	3D-structure;Acetylation;Alternative splicing;ATP-binding;DNA replication;DNA-binding;Early protein;G1/S host cell cycle checkpoint dysregulation by virus;Helicase;Host nucleus;Host-virus interaction;Hydrolase;Inhibition of host innate immune response by virus;Inhibition of host interferon signaling pathway by virus;Inhibition of host JAK1 by virus;Interferon antiviral system evasion;Isomerase;Metal-binding;Modulation of host cell cycle by virus;Nucleotide-binding;Oncogene;Phosphoprotein;Reference proteome;Viral immunoevasion;Zinc;Zinc-finger	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA replication origin binding [GO:0003688]; helicase activity [GO:0004386]; zinc ion binding [GO:0008270]
A5HEH4	227		Activator;Reference proteome;Transcription;Transcription regulation	
A5HJM1	459		Cell membrane;Disulfide bond;Glycoprotein;Membrane;Phosphoprotein;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix;Ubl conjugation	interleukin-7 receptor activity [GO:0004917]
A5HNF6	299		Cytoplasm;Immunity;Inflammatory response;Innate immunity;Nucleus;Reference proteome	TIR domain binding [GO:0070976]; Toll-like receptor binding [GO:0035325]
A5HNV6	325		3D-structure;Polyamine biosynthesis;Spermidine biosynthesis	adenosylmethionine decarboxylase activity [GO:0004014]; enzyme activator activity [GO:0008047]; enzyme binding [GO:0019899]; protein heterodimerization activity [GO:0046982]
A5HUI5	955	3.4.11.7	Aminopeptidase;Calcium;Cell membrane;Direct protein sequencing;Disulfide bond;Glycoprotein;Hydrolase;Membrane;Metal-binding;Metalloprotease;Protease;Signal-anchor;Transmembrane;Transmembrane helix;Zinc	glutamyl aminopeptidase activity [GO:0004230]; metalloaminopeptidase activity [GO:0070006]; peptide binding [GO:0042277]; zinc ion binding [GO:0008270]
A5IQA5	292	3.1.2.-; 3.5.1.-; 3.5.1.124	Cytoplasm;DNA damage;DNA repair;Hydrolase;Stress response	glyoxalase III activity [GO:0019172]; protein deglycase activity [GO:0036524]; thiolester hydrolase activity [GO:0016790]
A5JTM5	269	3.8.1.7	3D-structure;Direct protein sequencing;Hydrolase	4-chlorobenzoyl-CoA dehalogenase activity [GO:0018787]
A5JTM6	528	6.2.1.33	ATP-binding;Direct protein sequencing;Ligase;Nucleotide-binding	4-chlorobenzoate-CoA ligase activity [GO:0018861]; ATP binding [GO:0005524]; medium-chain fatty acid-CoA ligase activity [GO:0031956]
A5JUY8	712	1.11.1.7	3D-structure;Antibiotic;Antimicrobial;Calcium;Cytoplasm;Disulfide bond;Glycoprotein;Heme;Hydrogen peroxide;Iron;Metal-binding;Nitration;Oxidoreductase;Peroxidase;Phosphoprotein;Secreted;Signal	calcium ion binding [GO:0005509]; heme binding [GO:0020037]; lactoperoxidase activity [GO:0140825]; peroxidase activity [GO:0004601]; thiocyanate peroxidase activity [GO:0036393]
A5JYS0	426	2.3.2.15	Acyltransferase;Alternative splicing;Cadmium;Metal-binding;Reference proteome;Transferase	glutathione gamma-glutamylcysteinyltransferase activity [GO:0016756]; metal ion binding [GO:0046872]
A5JYX5	309	1.1.1.1	Alternative splicing;Lipid droplet;NAD;Oxidoreductase;Reference proteome	alcohol dehydrogenase (NAD+) activity [GO:0004022]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]
A5JYX8	563		Alternative splicing;Endoplasmic reticulum;Glycoprotein;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	
A5K302	536	3.4.23.-	3D-structure;Aspartyl protease;Disulfide bond;Endoplasmic reticulum;Hydrolase;Membrane;Protease;Reference proteome;Signal;Transmembrane;Transmembrane helix	aspartic-type endopeptidase activity [GO:0004190]
A5K3U9	621	3.4.11.1; 3.4.13.-	3D-structure;Aminopeptidase;Cytoplasm;Dipeptidase;Hydrolase;Metal-binding;Protease;Reference proteome;Zinc	manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]; metallodipeptidase activity [GO:0070573]; zinc ion binding [GO:0008270]
A5K464	617	6.1.1.20	3D-structure;Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Protein biosynthesis;Reference proteome	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; RNA binding [GO:0003723]
A5K8B0	416		Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	nucleoside transmembrane transporter activity [GO:0005337]
A5K9M4	245	2.4.2.1	3D-structure;Glycosyltransferase;Purine salvage;Reference proteome;Transferase	purine-nucleoside phosphorylase activity [GO:0004731]; uridine phosphorylase activity [GO:0004850]
A5K9S0	569	6.1.1.20	3D-structure;Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Protein biosynthesis;Reference proteome	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]
A5KE01	363	3.5.4.31; 3.5.4.4	3D-structure;Hydrolase;Metal-binding;Purine salvage;Reference proteome;Zinc	5'-methylthioadenosine deaminase activity [GO:0090614]; adenosine deaminase activity [GO:0004000]; metal ion binding [GO:0046872]
A5LHG2	108		Amidation;Cleavage on pair of basic residues;Disulfide bond;Hormone;Reference proteome;Secreted;Signal	hormone activity [GO:0005179]
A5LHX3	300	3.4.25.1	Cytoplasm;Hydrolase;Nucleus;Protease;Proteasome;Proteomics identification;Reference proteome;Threonine protease;Zymogen	endopeptidase activity [GO:0004175]; peptidase activity [GO:0008233]; threonine-type endopeptidase activity [GO:0004298]
A5PJM4	373	1.6.5.-	Acetylation;Apoptosis;Cell membrane;Cytoplasm;FAD;Flavoprotein;Lipid droplet;Lipoprotein;Membrane;Mitochondrion;Myristate;Nucleus;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix;Ubl conjugation	DNA binding [GO:0003677]; electron-transferring-flavoprotein dehydrogenase activity [GO:0004174]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]
A5PJN2	468	1.8.4.-	Apoptosis;Cell projection;Disulfide bond;Electron transport;Endoplasmic reticulum;FAD;Flavoprotein;Glycoprotein;Golgi apparatus;Membrane;Oxidoreductase;Phosphoprotein;Redox-active center;Reference proteome;Secreted;Signal;Transport	FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]; protein-disulfide reductase activity [GO:0015035]; thiol oxidase activity [GO:0016972]
A5PJP6	316	3.4.19.-	Acetylation;Alternative splicing;Cell cycle;Cell division;Chromatin regulator;Cytoplasm;Cytoskeleton;DNA damage;DNA repair;Hydrolase;Metal-binding;Metalloprotease;Mitosis;Nucleus;Phosphoprotein;Protease;Reference proteome;Ubl conjugation pathway;Zinc	cysteine-type deubiquitinase activity [GO:0004843]; enzyme regulator activity [GO:0030234]; K63-linked deubiquitinase activity [GO:0061578]; metal ion binding [GO:0046872]; metal-dependent deubiquitinase activity [GO:0140492]; metallopeptidase activity [GO:0008237]; polyubiquitin modification-dependent protein binding [GO:0031593]
A5PJS6	800	3.4.19.12	Acetylation;Autophagy;Cytoplasm;DNA damage;DNA repair;Endosome;Hydrolase;Nucleus;Phosphoprotein;Protease;Reference proteome;Thiol protease;Ubl conjugation;Ubl conjugation pathway	cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197]; p53 binding [GO:0002039]; transmembrane transporter binding [GO:0044325]
A5PJW8	1174	2.7.7.48; 2.7.7.6; 3.1.13.-	3D-structure;DNA-directed RNA polymerase;Hydrolase;Magnesium;Metal-binding;Methylation;Nucleotidyltransferase;Nucleus;Phosphoprotein;Reference proteome;RNA-directed RNA polymerase;Transcription;Transferase;Zinc;Zinc-finger	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; DNA/RNA hybrid binding [GO:0071667]; hydrolase activity [GO:0016787]; ribonucleoside binding [GO:0032549]; RNA-directed RNA polymerase activity [GO:0003968]; zinc ion binding [GO:0008270]
A5PJZ1	477		Acetylation;Antiport;Calcium;Membrane;Metal-binding;Mitochondrion;Mitochondrion inner membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	adenine nucleotide transmembrane transporter activity [GO:0000295]; ADP:phosphate antiporter activity [GO:0140988]; ATP transmembrane transporter activity [GO:0005347]; ATP:phosphate antiporter activity [GO:0140987]; calcium ion binding [GO:0005509]
A5PK13	803		Cell membrane;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Ion channel;Ion transport;Leucine-rich repeat;Membrane;Phosphoprotein;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	volume-sensitive anion channel activity [GO:0005225]
A5PK42	683		3D-structure;Cell projection;Cytoplasm;Cytoskeleton;Reference proteome;Repeat;TPR repeat	
A5PK46	469	3.1.1.26; 3.1.1.3	Calcium;Cell projection;Cytoplasmic vesicle;Disulfide bond;Glycoprotein;Hydrolase;Lipid degradation;Lipid metabolism;Membrane;Metal-binding;Reference proteome;Secreted;Signal	calcium ion binding [GO:0005509]; galactolipase activity [GO:0047714]; lipoprotein lipase activity [GO:0004465]; monoacylglycerol lipase activity [GO:0047372]; phospholipase A1 activity [GO:0008970]; phospholipase activity [GO:0004620]; triacylglycerol lipase activity [GO:0004806]
A5PK71	257		3D-structure;Cell projection;Cilium;Cytoplasm;Cytoskeleton;Flagellum;Reference proteome	actin binding [GO:0003779]; alpha-tubulin binding [GO:0043014]; beta-tubulin binding [GO:0048487]; G protein-coupled receptor binding [GO:0001664]; Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]; ubiquitin protein ligase binding [GO:0031625]
A5PK74	667	1.14.11.27; 1.14.11.79	Acetylation;Chromatin regulator;Dioxygenase;Iron;Metal-binding;Nucleus;Oxidoreductase;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation	2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; histone H3K36 demethylase activity [GO:0051864]; histone H3K36me/H3K36me2 demethylase activity [GO:0140680]; histone H3K4 demethylase activity [GO:0032453]; histone H3K4me/H3K4me2/H3K4me3 demethylase activity [GO:0034647]; iron ion binding [GO:0005506]; peptidyl-histidine dioxygenase activity [GO:0036139]; protein demethylase activity [GO:0140457]
A5PKJ4	781	2.7.11.24	Acetylation;ATP-binding;Cell cycle;Cytoplasm;Differentiation;Kinase;Nucleotide-binding;Nucleus;Phosphoprotein;Reference proteome;Serine/threonine-protein kinase;Transferase	ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
A5PKP9	147	2.3.2.23	ATP-binding;Developmental protein;Nucleotide-binding;Reference proteome;Transferase;Ubl conjugation pathway	ATP binding [GO:0005524]; mitogen-activated protein kinase kinase kinase binding [GO:0031435]; ubiquitin binding [GO:0043130]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]
A5PKW4	1024		Alternative splicing;Cell membrane;Cell projection;Coiled coil;Guanine-nucleotide releasing factor;Membrane;Phosphoprotein;Proteomics identification;Reference proteome	guanyl-nucleotide exchange factor activity [GO:0005085]; phospholipid binding [GO:0005543]
A5PL98	280	1.1.5.-; 1.3.5.1	2Fe-2S;3Fe-4S;4Fe-4S;Electron transport;Iron;Iron-sulfur;Membrane;Metal-binding;Mitochondrion;Mitochondrion inner membrane;Oxidoreductase;Reference proteome;Transit peptide;Transport;Tricarboxylic acid cycle	2 iron, 2 sulfur cluster binding [GO:0051537]; 3 iron, 4 sulfur cluster binding [GO:0051538]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; succinate dehydrogenase (quinone) activity [GO:0008177]; ubiquinone binding [GO:0048039]
A5PLL7	270	1.14.19.77	Alternative splicing;Endoplasmic reticulum;Fatty acid metabolism;Lipid metabolism;Membrane;Oxidoreductase;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix	plasmanylethanolamine desaturase activity [GO:0050207]
A5PN09	911	3.4.19.12	Cytoplasm;Cytoskeleton;Endocytosis;Hydrolase;Metal-binding;Protease;Reference proteome;Repeat;Thiol protease;Ubl conjugation pathway;Zinc;Zinc-finger	cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197]; zinc ion binding [GO:0008270]
A5PN28	489		Calcium;Collagen;Disulfide bond;Extracellular matrix;Glycoprotein;Metal-binding;Reference proteome;Repeat;Secreted;Signal	calcium ion binding [GO:0005509]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]
A5TY85	431	2.7.11.1	ATP-binding;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Serine/threonine-protein kinase;Transferase;Transmembrane;Transmembrane helix	ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
A5U1U6	1231	1.2.4.2; 2.2.1.5; 2.3.1.61; 4.1.1.71	Acyltransferase;Allosteric enzyme;Coiled coil;Decarboxylase;Lyase;Magnesium;Metal-binding;Multifunctional enzyme;Oxidoreductase;Reference proteome;Thiamine pyrophosphate;Transferase;Tricarboxylic acid cycle	2-hydroxy-3-oxoadipate synthase activity [GO:0050439]; 2-oxoglutarate decarboxylase activity [GO:0008683]; dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149]; magnesium ion binding [GO:0000287]; oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]; thiamine pyrophosphate binding [GO:0030976]
A5U229	664	5.6.2.3	4Fe-4S;ATP-binding;DNA damage;DNA recombination;DNA repair;DNA-binding;Helicase;Hydrolase;Iron;Iron-sulfur;Isomerase;Metal-binding;Nucleotide-binding;Reference proteome	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]; metal ion binding [GO:0046872]
A5U493	307	3.5.2.6	Antibiotic resistance;Hydrolase;Periplasm;Reference proteome;Secreted;Signal	beta-lactamase activity [GO:0008800]
A5U4N0	324	2.7.1.20	ATP-binding;Direct protein sequencing;Kinase;Magnesium;Nucleotide-binding;Purine salvage;Reference proteome;Transferase	adenosine kinase activity [GO:0004001]; ATP binding [GO:0005524]
A5U654	265	2.7.1.2; 2.7.1.63	ATP-binding;Direct protein sequencing;Kinase;Nucleotide-binding;Reference proteome;Transferase	ATP binding [GO:0005524]; glucokinase activity [GO:0004340]; polyphosphate-glucose phosphotransferase activity [GO:0047330]
A5U6Z7	214	1.16.3.1	3D-structure;Acetylation;Cytoplasm;DNA condensation;DNA-binding;Iron;Iron storage;Oxidoreductase;Phosphoprotein;Reference proteome;Repeat;Transcription;Transcription regulation	DNA binding [GO:0003677]; oxidoreductase activity [GO:0016491]; structural constituent of chromatin [GO:0030527]
A5U8S6	139	4.1.1.11	Antibiotic resistance;Autocatalytic cleavage;Cytoplasm;Decarboxylase;Lyase;Pantothenate biosynthesis;Pyruvate;Reference proteome;Schiff base;Zymogen	aspartate 1-decarboxylase activity [GO:0004068]
A5W059	238	4.1.1.112; 4.1.3.17	3D-structure;Lyase;Magnesium;Metal-binding	4-hydroxy-4-methyl-2-oxoglutarate aldolase activity [GO:0047443]; metal ion binding [GO:0046872]; oxaloacetate decarboxylase activity [GO:0008948]
A5WVX9	620	2.3.1.-; 2.3.1.225	Acyltransferase;ANK repeat;Cell membrane;Cell projection;Cytoplasmic vesicle;Golgi apparatus;Lipoprotein;Membrane;Palmitate;Reference proteome;Repeat;Synapse;Transferase;Transmembrane;Transmembrane helix	protein-cysteine S-myristoyltransferase activity [GO:0019705]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]; protein-cysteine S-stearoyltransferase activity [GO:0140439]
A5X5Y0	456		Alternative splicing;Cell membrane;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	excitatory extracellular ligand-gated monoatomic ion channel activity [GO:0005231]; serotonin-gated monoatomic cation channel activity [GO:0022850]; transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]
A5Y5L5	610	4.2.3.-; 4.2.3.106; 4.2.3.108; 4.2.3.111; 4.2.3.15	Chloroplast;Lyase;Magnesium;Metal-binding;Plastid;Transit peptide	(E)-beta-ocimene synthase activity [GO:0034768]; 1,8-cineole synthase activity [GO:0102313]; magnesium ion binding [GO:0000287]; myrcene synthase activity [GO:0050551]; sabinene synthase activity [GO:0080015]
A5YM72	827	6.3.2.11	Alternative splicing;ATP-binding;Ligase;Magnesium;Manganese;Metal-binding;Nucleotide-binding;Proteomics identification;Reference proteome	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; carnosine synthase activity [GO:0047730]; homocarnosine synthase activity [GO:0102102]; metal ion binding [GO:0046872]
A5YVK8	184	3.4.22.-	3D-structure;Disulfide bond;Hydrolase;Protease;Secreted;Thiol protease;Zymogen	cysteine-type peptidase activity [GO:0008234]
A5Z1X6	798		Acetylation;Calcium;Cell adhesion;Cell junction;Cell membrane;Cell projection;Disulfide bond;EGF-like domain;Endosome;Glycoprotein;Integrin;Isopeptide bond;Magnesium;Membrane;Metal-binding;Myogenesis;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix;Ubl conjugation	C-X3-C chemokine binding [GO:0019960]; collagen binding involved in cell-matrix adhesion [GO:0098639]; fibronectin binding [GO:0001968]; integrin binding involved in cell-matrix adhesion [GO:0098640]; laminin binding [GO:0043236]; metal ion binding [GO:0046872]; protein heterodimerization activity [GO:0046982]; protein kinase binding [GO:0019901]
A6BM07	474	2.4.1.170	Direct protein sequencing;Glycosyltransferase;Reference proteome;Transferase	glycosyltransferase activity [GO:0016757]; isoflavone 7-O-glucosyltransferase activity [GO:0050004]
A6BM72	1044		Alternative splicing;Cell membrane;Disulfide bond;EGF-like domain;Glycoprotein;Membrane;Proteomics identification;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	
A6H630	439	2.1.1.-; 3.1.3.-	Acetylation;Alternative splicing;DNA damage;Hydrolase;Manganese;Metal-binding;Methyltransferase;Nickel;Phosphoprotein;Reference proteome;S-adenosyl-L-methionine;Transferase	enzyme binding [GO:0019899]; fructose 6-phosphate aldolase activity [GO:0097023]; fructose-1-phosphatase activity [GO:0103026]; metal ion binding [GO:0046872]; protein carboxyl O-methyltransferase activity [GO:0051998]; protein-glutamate O-methyltransferase activity [GO:0008983]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
